symbol,date,open,high,low,close,volume,change,changePercent,vwap
AMZN,2025-05-28,205.92,207.66,204.41,204.72,28549800,-1.19,-0.58275,205.6775
AMZN,2025-05-27,203.09,206.69,202.19,206.02,34892044,2.94,1.44,204.4975
AMZN,2025-05-23,198.9,202.37,197.85,200.99,33393545,2.09,1.05,200.0275
AMZN,2025-05-22,201.38,205.76,200.16,203.1,38938900,1.72,0.85411,202.6
AMZN,2025-05-21,201.61,203.46,200.06,201.12,42460924,-0.49,-0.24304,201.5625
AMZN,2025-05-20,204.63,205.59,202.65,204.07,29470400,-0.558,-0.27366,204.235
AMZN,2025-05-19,201.65,206.62,201.26,206.16,34314810,4.51,2.24,203.9225
AMZN,2025-05-16,206.85,206.85,204.37,205.59,43318500,-1.26,-0.60914,205.915
AMZN,2025-05-15,206.45,206.88,202.67,205.17,64347317,-1.28,-0.62,205.2925
AMZN,2025-05-14,211.45,211.93,208.85,210.25,38492128,-1.2,-0.56751,210.62
AMZN,2025-05-13,211.08,214.84,210.1,211.37,56193700,0.29,0.13739,211.8475
AMZN,2025-05-12,210.71,211.66,205.75,208.64,75205042,-2.07,-0.98239,209.19
AMZN,2025-05-09,193.38,194.69,191.16,193.06,29663143,-0.315,-0.16548,193.0725
AMZN,2025-05-08,191.43,194.33,188.82,192.08,41043620,0.65,0.33955,191.665
AMZN,2025-05-07,185.56,190.99,185.01,188.71,44002926,3.15,1.7,187.5675
AMZN,2025-05-06,184.57,187.93,183.85,185.01,29314100,0.44,0.23839,185.34
AMZN,2025-05-05,186.51,188.18,185.53,186.35,35217500,-0.16,-0.08578628,186.6425
AMZN,2025-05-02,191.44,192.88,186.4,189.98,77903500,-1.46,-0.76264,190.175
AMZN,2025-05-01,190.63,191.81,187.5,190.2,74266000,-0.43,-0.22557,190.035
AMZN,2025-04-30,182.17,185.05,178.85,184.42,55176543,2.25,1.24,182.6225
AMZN,2025-04-29,183.99,188.02,183.68,187.39,41667300,3.4,1.85,185.77
AMZN,2025-04-28,190.11,190.22,184.89,187.7,33224732,-2.41,-1.27,188.23
AMZN,2025-04-25,187.62,189.94,185.49,188.99,36414330,1.37,0.7302,188.01
AMZN,2025-04-24,180.92,186.74,180.18,186.54,43763200,5.63,3.11,183.595
AMZN,2025-04-23,183.45,187.38,180.19,180.6,63470149,-2.85,-1.55,182.905
AMZN,2025-04-22,169.85,176.78,169.35,173.18,56607202,3.34,1.96,172.29
AMZN,2025-04-21,169.6,169.6,165.29,167.32,48126111,-2.28,-1.34,167.9525
AMZN,2025-04-17,176.0,176.21,172.0,172.61,44726453,-3.39,-1.93,174.205
AMZN,2025-04-16,176.29,179.1,171.41,174.33,51875316,-1.96,-1.11,175.2825
AMZN,2025-04-15,181.41,182.35,177.93,179.59,43642000,-1.82,-1.0,180.32
AMZN,2025-04-14,186.84,187.44,179.23,182.12,48002540,-4.72,-2.53,183.9075
AMZN,2025-04-11,179.93,185.86,178.0,184.87,50594339,4.94,2.75,182.165
AMZN,2025-04-10,185.44,186.87,175.85,181.22,68302045,-4.22,-2.28,182.345
AMZN,2025-04-09,172.12,192.65,169.93,191.1,116804328,18.98,11.03,181.45
AMZN,2025-04-08,185.23,185.9,168.57,170.66,87710400,-14.57,-7.87,177.59
AMZN,2025-04-07,162.0,183.41,161.38,175.26,109327115,13.26,8.19,170.5125
AMZN,2025-04-04,167.15,178.14,166.0,171.0,123159400,3.85,2.3,170.5725
AMZN,2025-04-03,183.0,184.13,176.92,178.41,95553617,-4.59,-2.51,180.615
AMZN,2025-04-02,187.66,198.34,187.66,196.01,53679200,8.35,4.45,192.4175
AMZN,2025-04-01,187.86,193.93,187.2,192.17,41267315,4.31,2.29,190.29
AMZN,2025-03-31,188.19,191.33,184.4,190.26,63547600,2.07,1.1,188.545
AMZN,2025-03-28,198.42,199.26,191.88,192.72,52548226,-5.7,-2.87,195.57
AMZN,2025-03-27,200.89,203.79,199.28,201.36,27317700,0.47,0.23396,201.33
AMZN,2025-03-26,205.84,206.01,199.93,201.13,32991000,-4.71,-2.29,203.2275
AMZN,2025-03-25,203.6,206.21,203.22,205.71,31171200,2.12,1.04,204.685
AMZN,2025-03-24,200.0,203.64,199.95,203.26,41625400,3.26,1.63,201.7125
AMZN,2025-03-21,192.9,196.99,192.52,196.21,60056917,3.31,1.72,194.655
AMZN,2025-03-20,193.07,199.32,192.3,194.95,38921113,1.88,0.97374,194.91
AMZN,2025-03-19,193.38,195.97,191.96,195.54,39442900,2.16,1.12,194.2125
AMZN,2025-03-18,192.52,194.0,189.38,192.82,40414900,0.3,0.15583,192.18
AMZN,2025-03-17,198.77,199.0,194.32,195.74,47341800,-3.03,-1.52,196.9575
AMZN,2025-03-14,197.41,198.65,195.32,197.95,38096700,0.54,0.27354,197.3325
AMZN,2025-03-13,198.17,198.88,191.82,193.89,41270800,-4.28,-2.16,195.69
AMZN,2025-03-12,200.72,201.52,195.29,198.89,43679300,-1.83,-0.91172,199.105
AMZN,2025-03-11,193.9,200.18,193.4,196.59,54002900,2.69,1.39,196.0175
AMZN,2025-03-10,195.6,196.73,190.85,194.54,62350926,-1.06,-0.54192,194.43
AMZN,2025-03-07,199.49,202.27,192.53,199.25,59802821,-0.24,-0.12031,198.385
AMZN,2025-03-06,204.4,205.77,198.3,200.7,49863800,-3.7,-1.81,202.2925
AMZN,2025-03-05,204.8,209.98,203.26,208.36,38610100,3.56,1.74,206.6
AMZN,2025-03-04,200.11,206.8,197.43,203.8,60853100,3.69,1.84,202.035
AMZN,2025-03-03,213.35,214.01,202.55,205.02,42948447,-8.33,-3.9,208.7325
AMZN,2025-02-28,208.65,212.62,206.99,212.28,51771737,3.63,1.74,210.135
AMZN,2025-02-27,218.35,219.97,208.37,208.74,40548600,-9.61,-4.4,213.8575
AMZN,2025-02-26,214.94,218.16,213.09,214.35,39120603,-0.59,-0.2745,215.135
AMZN,2025-02-25,211.63,213.34,204.16,212.8,58958000,1.17,0.55285,210.4825
AMZN,2025-02-24,217.45,217.72,212.42,212.71,42387600,-4.74,-2.18,215.075
AMZN,2025-02-21,223.28,223.31,214.74,216.58,55323900,-6.7,-3.0,219.4775
AMZN,2025-02-20,224.78,225.13,221.81,222.88,30001700,-1.9,-0.84527,223.65
AMZN,2025-02-19,225.52,226.83,223.71,226.63,28566709,1.11,0.4922,225.6725
AMZN,2025-02-18,228.82,229.3,223.72,226.65,42975133,-2.17,-0.94834,227.1225
AMZN,2025-02-14,229.2,229.89,227.23,228.68,27031100,-0.52,-0.22688,228.75
AMZN,2025-02-13,228.85,230.42,227.52,230.37,31346512,1.52,0.66419,229.29
AMZN,2025-02-12,230.46,231.18,228.16,228.93,32285249,-1.53,-0.66389,229.6825
AMZN,2025-02-11,231.92,233.44,230.13,232.76,23713726,0.84,0.36219,232.0625
AMZN,2025-02-10,230.55,233.92,229.2,233.14,35419926,2.59,1.12,231.7025
AMZN,2025-02-07,232.5,234.81,228.06,229.15,78075433,-3.35,-1.44,231.13
AMZN,2025-02-06,238.01,239.66,236.01,238.83,60897100,0.82,0.34452,238.1275
AMZN,2025-02-05,237.02,238.32,235.2,236.17,38832042,-0.85,-0.35862,236.6775
AMZN,2025-02-04,239.01,242.52,238.03,242.06,29713812,3.05,1.28,240.405
AMZN,2025-02-03,234.06,239.25,232.9,237.42,37285900,3.36,1.44,235.9075
AMZN,2025-01-31,236.5,240.29,236.41,237.68,36162400,1.18,0.49894,237.72
AMZN,2025-01-30,237.14,237.95,232.22,234.64,32020728,-2.5,-1.05,235.4875
AMZN,2025-01-29,239.02,240.39,236.15,237.07,26091716,-1.94,-0.81583,238.1575
AMZN,2025-01-28,234.29,241.77,233.98,238.15,41587200,3.86,1.65,237.0475
AMZN,2025-01-27,226.21,235.61,225.86,235.42,49428332,9.21,4.07,230.775
AMZN,2025-01-24,234.5,236.4,232.93,234.85,25890738,0.35,0.14925,234.67
AMZN,2025-01-23,234.1,235.52,231.51,235.42,26404400,1.32,0.56386,234.1375
AMZN,2025-01-22,232.02,235.44,231.19,235.01,41448217,2.99,1.29,233.415
AMZN,2025-01-21,228.9,231.78,226.94,230.71,39951500,1.81,0.79074,229.5825
AMZN,2025-01-17,225.84,226.51,223.08,225.94,42370123,0.1,0.04427914,225.3425
AMZN,2025-01-16,224.42,224.65,220.31,220.66,24757300,-3.76,-1.68,222.51
AMZN,2025-01-15,222.83,223.57,220.75,223.35,31291300,0.52,0.23336,222.625
AMZN,2025-01-14,220.44,221.82,216.2,217.76,24711700,-2.68,-1.22,219.055
AMZN,2025-01-13,218.06,219.4,216.47,218.46,27262700,0.4,0.18344,218.0975
AMZN,2025-01-10,221.46,221.71,216.5,218.94,36811525,-2.52,-1.14,219.6525
AMZN,2025-01-08,223.19,223.52,220.2,222.13,25033300,-1.06,-0.47493,222.26
AMZN,2025-01-07,227.9,228.38,221.46,222.11,28084200,-5.79,-2.54,224.9625
AMZN,2025-01-06,226.78,228.84,224.84,227.61,31849831,0.83,0.36599,227.0175
AMZN,2025-01-03,222.51,225.36,221.62,224.19,27515606,1.69,0.75502,223.42
AMZN,2025-01-02,222.03,225.15,218.19,220.22,33956600,-1.81,-0.81521,221.3975
AMZN,2024-12-31,222.97,223.23,218.94,219.39,24819700,-3.58,-1.61,221.1325
AMZN,2024-12-30,220.06,223.0,218.43,221.3,28321240,1.24,0.56348,220.6975
AMZN,2024-12-27,225.6,226.03,220.9,223.75,27367147,-1.85,-0.82004,224.07
AMZN,2024-12-26,228.5,228.5,226.67,227.05,16174500,-1.45,-0.63457,227.68
AMZN,2024-12-24,226.94,229.14,226.13,229.05,15007500,2.11,0.92976,227.815
AMZN,2024-12-23,225.01,226.88,223.9,225.06,28070007,0.05,0.02222123,225.2125
AMZN,2024-12-20,219.84,226.21,218.73,224.92,88279200,5.08,2.31,222.425
AMZN,2024-12-19,224.91,226.09,222.92,223.29,39918739,-1.62,-0.72029,224.3025
AMZN,2024-12-18,230.77,231.4,220.11,220.52,43281443,-10.25,-4.44,225.7
AMZN,2024-12-17,232.39,232.73,227.85,231.15,35948131,-1.24,-0.53359,231.03
